ELBO_task,loglikelihood_task,KL_loss_task,Pred_obs_loss_task,Pred_rew_loss_task,AverageReturn,Epoch
-102292552.0,-102292540.0,81705.484,8744152.0,824443.75,-18.611266848176243,3017
-21022668.0,-21022660.0,81698.42,8410999.0,885069.56,-39.92843801534668,3020
-3872373.75,-3872365.5,81702.4,8518852.0,966598.25,1.6984976860714833,3023
-3620455.75,-3620447.5,81700.79,8197956.0,892823.1,-10.595596163092955,3026
-1375186.875,-1375178.8,81694.31,7580257.0,718292.25,-12.828222524525444,3029
-1332736.75,-1332728.6,81678.95,6897795.5,682772.4,1.982677821116555,3032
-813452.5,-813444.3,81665.95,6448522.0,557185.5,-29.38163094077335,3035
-853986.125,-853977.94,81643.11,6146118.0,616653.0,-20.948565495671453,3038
-1330327.375,-1330319.2,81615.375,5376747.0,554616.06,-25.555151028950707,3041
-632772.0625,-632763.9,81569.72,4500903.0,484935.8,-13.865894151968266,3044
-502097.125,-502088.97,81507.53,4086238.8,333289.4,-14.408297489228547,3047
-459399.96875,-459391.8,81426.516,3661343.5,312680.62,-4.136501116205238,3050
-372977.71875,-372969.6,81343.92,3077006.0,243398.64,-14.548463426603245,3053
-270950.625,-270942.5,81231.64,2559641.5,144358.31,-22.31412017540712,3056
-249566.671875,-249558.56,81094.25,2198805.5,148840.52,-18.87919485015921,3059
-170493.140625,-170485.05,80913.305,1655525.8,86312.734,-14.7696289352144,3062
-133123.8125,-133115.73,80703.3,1297320.5,66908.484,-13.66142826021601,3065
-99769.6015625,-99761.55,80510.36,1017826.4,45566.703,-23.76123815810361,3068
-71119.09375,-71111.06,80339.48,744993.1,30510.002,-12.772389105781848,3071
-55843.38671875,-55835.363,80242.7,652492.7,17185.465,-30.440296470288576,3074
-42059.1171875,-42051.098,80186.56,494014.03,12662.778,-12.122070843514615,3077
-34774.67578125,-34766.664,80124.17,421654.88,9133.677,-19.390061722522905,3080
-22971.560546875,-22963.553,80069.32,293052.5,4551.1416,-23.81970513072148,3083
-17751.576171875,-17743.574,80012.85,237196.19,2422.631,-6.439300185298667,3086
-12502.083984375,-12494.086,79977.375,169027.31,1481.7656,-17.053146074970986,3089
-8814.72265625,-8806.726,79967.5,120554.7,879.80414,-26.022153394608164,3092
-5738.92724609375,-5730.9263,80010.52,79148.17,475.00775,-19.146270804795332,3095
-4276.884765625,-4268.866,80186.88,59374.293,291.7461,-8.47147535062086,3098
-3068.0751953125,-3060.0334,80417.86,42798.36,162.91234,-14.88101999283756,3101
-2369.2099609375,-2361.139,80709.5,32984.133,111.501045,-12.140850680237063,3104
-1767.2891845703125,-1759.1859,81032.83,24562.746,64.067085,-10.96386340895157,3107
-1326.7938232421875,-1318.6554,81384.63,18207.85,48.535553,-5.843035482281152,3110
-975.0223999023438,-966.84766,81747.26,13218.354,27.57986,-11.745730149450456,3113
-663.0936889648438,-654.88104,82126.3,8775.25,10.862331,-18.647402061775068,3116
-528.050537109375,-519.79846,82520.75,6795.3535,9.225382,-8.490357348288878,3119
-369.71881103515625,-361.42636,82924.4,4508.655,3.8512425,-10.88000930423612,3122
-235.25352478027344,-226.92169,83318.31,2537.48,2.196238,-19.741491711357522,3125
-168.99765014648438,-160.6318,83658.484,1568.9849,1.0817962,7.7666861278496295,3128
-130.93800354003906,-122.54965,83883.445,1003.444,1.3576529,-10.51646571261395,3131
-118.02273559570312,-109.62941,83933.266,820.91345,0.5170231,-22.77456879131291,3134
-87.56109619140625,-79.18807,83730.28,370.35065,0.5867518,-14.013838179606578,3137
-77.78785705566406,-69.46618,83216.8,227.35233,0.51946175,-15.954309606803443,3140
-103.78060913085938,-95.5643,82163.05,614.45667,0.37711453,-19.246208090706475,3143
-169.630859375,-161.52434,81065.27,1589.3228,0.36701208,-20.6596460915361,3146
-131.63101196289062,-123.63082,80001.945,1029.1459,0.3852271,-15.617981419298093,3149
-158.77780151367188,-150.86852,79092.94,1431.5195,0.40000978,-15.51408077825965,3152
-123.38053131103516,-115.545204,78353.305,910.1419,0.3365923,-10.661563804073678,3155
-107.10396575927734,-99.34259,77613.734,671.0641,0.29997087,-14.046798024639385,3158
-276.86492919921875,-269.1693,76956.2,3180.3008,0.34815735,-14.362438841755903,3161
-180.5846405029297,-172.94267,76419.65,1317.1857,44.454857,-12.29726528922133,3164
-117.98924255371094,-110.38991,75993.375,771.2763,6.6046076,-1.792244223036893,3167
-135.8970947265625,-128.33167,75654.266,1069.2164,3.3251233,-11.75899130003367,3170
-107.92474365234375,-100.390495,75342.45,674.4418,1.5108254,-4.712035380864808,3173
-105.95409393310547,-98.44993,75041.64,555.74457,10.51274,-23.101279967180428,3176
-91.94488525390625,-84.472786,74721.016,425.6624,2.8653798,-3.5757317316874797,3179
-87.43692016601562,-79.997246,74396.75,377.48975,1.068645,-19.859123335565943,3182
-80.59544372558594,-73.186134,74093.06,281.5174,0.60034144,-0.8725755002525506,3185
-76.46797180175781,-69.08713,73808.47,222.4545,0.4490775,-7.33301737320161,3188
-99.75983428955078,-92.4104,73494.33,567.8689,0.37501943,-18.60682674109844,3191
-86.25470733642578,-78.94514,73095.734,368.88013,0.37478098,-11.31446530827874,3194
-80.04472351074219,-72.758286,72864.37,277.56876,0.36291665,-12.773600090913098,3197
-71.91638946533203,-64.65155,72648.37,158.40814,0.29875866,-22.97724415273409,3200
-8842711040.0,-8842711000.0,82880.7,8668212.0,628743.8,-15.575868405383,3203
-805577984.0,-805578000.0,82473.31,5799302.0,695393.4,-19.63727738823379,3206
-373740992.0,-373741000.0,82265.0,5537612.5,704062.7,-17.220775176952237,3209
-68286896.0,-68286890.0,82160.21,5982762.0,800597.9,-18.50108694085776,3212
-16301548.0,-16301540.0,82144.984,5560304.5,811992.6,-34.60081768310299,3215
-2564939.5,-2564931.2,82131.3,5401030.0,694149.9,-14.412723646533975,3218
-2206717.5,-2206709.2,82128.25,5409372.5,534238.5,-7.945727117598217,3221
-754538.0625,-754529.9,82122.72,5189329.0,596040.5,-20.42449318345733,3224
-599946.4375,-599938.25,82116.05,4854636.0,401052.38,-24.897547607493067,3227
-600280.1875,-600272.0,82105.14,4807886.0,406220.62,-17.219600976062882,3230
-520734.625,-520726.4,82081.31,4345570.0,334898.94,-12.797721961783822,3233
-520427.40625,-520419.2,82054.51,4108542.5,313569.0,-34.75228914016019,3236
-392933.0625,-392924.88,82008.17,3770625.8,203526.86,-36.84439822985779,3239
-341753.125,-341744.94,81951.33,3281708.0,176784.34,-12.982979623088234,3242
-295895.6875,-295887.5,81875.625,2852183.0,151968.16,-10.62912080192706,3245
-245306.5,-245298.33,81774.79,2616275.5,100797.67,-22.95653275579915,3248
-189031.078125,-189022.92,81633.42,2074762.8,71784.516,-27.27737192547338,3251
-148105.015625,-148096.88,81447.63,1694660.2,49313.816,-21.47866840097085,3254
-118693.0625,-118684.94,81280.8,1379152.1,37399.305,-39.075972036679126,3257
-96547.1796875,-96539.07,81108.45,1169921.2,25594.994,-23.385103748127037,3260
-73876.4296875,-73868.336,80929.016,953804.2,13703.641,-26.97563074872567,3263
-57027.26171875,-57019.184,80767.984,759786.6,8205.522,-30.752169154086967,3266
-45345.1953125,-45337.137,80601.54,610349.7,5885.361,-40.35286850192621,3269
-36604.046875,-36596.0,80469.31,508740.8,3128.4949,-12.953873090720805,3272
-26697.9375,-26689.898,80397.19,378750.2,1488.2097,-26.613918448561783,3275
-22664.67578125,-22656.64,80355.47,328387.25,564.11194,-21.20872957369203,3278
-17487.810546875,-17479.775,80357.22,255473.81,205.0231,-12.213641304571322,3281
-12151.263671875,-12143.226,80385.33,177956.03,70.38757,-24.1866240213804,3284
-12254.88671875,-12246.841,80455.016,180024.88,16.626747,-6.188349514813796,3287
-8989.3505859375,-8981.294,80568.93,131868.6,6.394761,-16.170699293911188,3290
-6907.06884765625,-6898.9956,80732.07,101120.37,3.973044,-20.157740739478847,3293
-5747.47216796875,-5739.379,80930.3,83890.266,13.288942,-23.023154189754944,3296
-4579.63232421875,-4571.5156,81165.734,66748.69,1.5649748,-19.122986756122835,3299
-3791.386474609375,-3783.2434,81431.21,55103.973,1.1188211,-15.371068776192336,3302
-3290.17626953125,-3282.0046,81715.16,47692.93,1.4873476,-23.189052637636102,3305
-2355.893798828125,-2347.6948,81989.61,33891.844,0.862447,-3.781089816520543,3308
-2046.3516845703125,-2038.1237,82280.15,29319.049,0.6540559,-27.21220005171651,3311
-1542.0933837890625,-1533.8401,82533.516,21867.209,0.6019708,-16.74295643673843,3314
-1231.60595703125,-1223.3326,82733.45,17279.426,0.50895786,-21.864595819866036,3317
-1162.8350830078125,-1154.5477,82873.58,16263.639,0.43662545,-16.976928734828597,3320
-941.1890869140625,-932.8971,82919.99,12987.893,0.45323694,14.145281278416542,3323
-767.7547607421875,-759.47046,82843.09,10425.2,0.4308299,-17.723235102262045,3326
-662.064208984375,-653.7996,82646.11,8862.136,0.57561725,-6.599123492740888,3329
-495.0599060058594,-486.82355,82363.586,6397.0596,0.32408366,13.675807906542895,3332
-404.9454345703125,-396.74878,81966.61,5065.255,0.3911063,-7.084907849026425,3335
-391.07965087890625,-382.92084,81588.07,4860.7134,0.41020983,-14.891496983888684,3338
-1505.2208251953125,-1497.1022,81186.625,21326.531,0.37833697,-28.353513657167326,3341
-348.9458923339844,-340.8737,80721.91,4239.6494,0.3788086,-26.731058552091874,3344
-308.0412292480469,-300.00995,80312.734,3635.558,0.39904165,-15.720527923578201,3347
-397.91058349609375,-389.91037,80002.086,2892.3496,207.57573,-23.411795160471048,3350
-281.50909423828125,-273.5388,79703.11,2836.8118,41.154266,-19.52158553714466,3353
-242.29457092285156,-234.34999,79445.85,2318.8608,35.03577,-7.785580958416734,3356
-207.49761962890625,-199.58426,79133.625,1922.584,23.286274,-15.300787883240561,3359
-180.2990264892578,-172.41743,78815.93,1618.0974,13.58747,-24.4389840477946,3362
-165.61032104492188,-157.76146,78488.55,1419.9883,11.739624,-22.728252330172904,3365
-133.18905639648438,-125.37565,78134.11,1008.84155,4.9941864,-17.815214380574137,3368
-119.98733520507812,-112.21493,77724.05,837.9805,2.631219,-34.695529508001634,3371
-92.62490844726562,-84.89405,77308.58,447.0046,1.3537111,-10.947703296858078,3374
-106.90079498291016,-99.21913,76816.65,665.5835,0.6655846,-27.690916848732762,3377
-74.0699691772461,-66.44085,76291.19,182.32434,0.55139285,-16.516783925543702,3380
-69.895263671875,-62.328865,75664.016,122.64511,0.44258428,-24.098604789692608,3383
-66.41941833496094,-58.933113,74863.016,73.55816,0.33298606,-2.557312682300731,3386
-64.44425964355469,-57.064552,73797.1,46.343227,0.29310697,-21.491875033969066,3389
-63.334197998046875,-56.097725,72364.75,31.698673,0.32876784,-17.729591929124858,3392
-73.09517669677734,-66.045334,70498.445,178.91714,0.3076046,-3.9112339725101846,3395
-66.56671142578125,-59.667866,68988.445,84.72654,0.30197567,-34.987265232433494,3398
-65.97799682617188,-59.22032,67576.72,78.82541,0.23070377,-43.423297607285264,3401
-5673185792.0,-5673186000.0,82044.44,15069146.0,113355.64,-13.694865877966917,3404
-519205568.0,-519205570.0,81840.35,14195396.0,108100.66,-38.77081211546317,3407
-42655852.0,-42655844.0,81796.9,14475340.0,150792.4,-27.2046265579689,3410
-9997525.0,-9997517.0,81781.86,13308072.0,197060.31,-30.345388454822075,3413
-2998998.75,-2998990.5,81779.21,11829705.0,218161.0,-7.961747166824127,3416
-844210.5625,-844202.4,81773.55,10371780.0,194100.06,-6.974314912096374,3419
-1622476.875,-1622468.8,81772.445,8701515.0,205264.55,-12.971021851687528,3422
-2872943.75,-2872935.5,81771.23,7817520.0,164850.22,-11.420186158011452,3425
-600635.3125,-600627.1,81764.66,6905558.0,145186.64,-25.820106770529375,3428
-588607.125,-588598.94,81744.55,6242320.0,149939.69,6.267776336607798,3431
-751030.8125,-751022.6,81717.83,5346890.0,144439.88,-18.5058049998079,3434
-463334.46875,-463326.3,81685.164,5211024.0,163527.03,-7.784206693379706,3437
-399138.0625,-399129.9,81634.73,4412273.0,148532.0,-31.855513657227156,3440
-347142.96875,-347134.8,81558.62,3977551.8,115165.164,6.538372445985359,3443
-298556.125,-298547.97,81461.24,3338904.5,107227.66,-27.74169406531673,3446
-251727.390625,-251719.25,81353.44,2755859.5,96328.17,-33.42425590062309,3449
-202163.703125,-202155.58,81210.13,2196598.2,79008.58,-20.808837422108326,3452
-162951.46875,-162943.36,81040.57,1756365.5,65083.57,-43.02028331692887,3455
-131019.6484375,-131011.56,80874.25,1403649.2,53166.04,-13.178932963045774,3458
-103990.8359375,-103982.766,80697.33,1159489.1,37638.58,-17.003590771800422,3461
-80148.0234375,-80139.97,80551.89,898453.0,28507.041,-18.580174759407914,3464
-65941.0234375,-65932.984,80421.59,719332.25,25423.883,-18.762695832055115,3467
-50880.34375,-50872.312,80299.086,556875.5,19412.72,-19.40278855577648,3470
-37942.46484375,-37934.445,80197.45,396606.97,16319.852,-36.311334952098036,3473
-26459.375,-26451.36,80147.84,309373.53,8073.359,3.323853811158421,3476
-18549.0859375,-18541.07,80164.81,215373.84,5783.413,-15.754678587414437,3479
-12270.279296875,-12262.256,80233.42,148894.12,3152.4836,11.833078805772303,3482
-8133.23486328125,-8125.198,80367.67,99830.03,1945.1025,-32.89590950695374,3485
-5282.68115234375,-5274.6226,80587.46,66221.85,1093.308,-21.47157426195655,3488
-3229.980224609375,-3221.89,80902.664,41112.45,570.69684,1.3922413400753926,3491
-1899.699462890625,-1891.5667,81328.58,24513.61,264.61444,-17.1075103507834,3494
-999.5668334960938,-991.38605,81807.58,12415.233,144.1549,5.569475738880244,3497
-735.1558837890625,-726.9278,82280.61,8806.789,114.17985,-47.28535297378452,3500
-490.6219177246094,-482.34366,82782.45,5504.7607,82.93364,-39.2620224926475,3503
-380.46875,-372.1477,83210.56,4215.1797,49.042908,-27.256018093130425,3506
-306.1968078613281,-297.83478,83620.17,3048.4373,55.89666,-36.07663139475031,3509
-237.34022521972656,-228.93813,84020.945,2233.5366,35.57046,-37.16888552657044,3512
-179.3386993408203,-170.90112,84375.75,1454.0986,27.74653,-18.96002978343433,3515
-141.37432861328125,-132.91013,84642.02,965.71094,20.441769,-6.646286547595799,3518
-119.31321716308594,-110.84419,84690.234,704.396,13.963995,-53.803973494535825,3521
-106.75382995605469,-98.31906,84347.72,552.29706,10.6641035,-32.91525031577954,3524
-90.74475860595703,-82.38262,83621.4,341.2457,8.2181835,-32.00488895356131,3527
-82.40296173095703,-74.16158,82413.79,246.84837,5.50877,-47.32543349857532,3530
-75.56355285644531,-67.4999,80636.55,161.45251,4.2036514,-37.78696103351617,3533
-70.97169494628906,-63.138607,78330.84,103.2211,3.5816221,-29.274213420486358,3536
-66.48307800292969,-58.923645,75594.36,59.72483,1.7023323,-20.19337427898638,3539
-66.52550506591797,-59.276817,72486.88,65.60379,1.6363573,-27.970180825103768,3542
-122.94757843017578,-115.94201,70055.7,791.85706,12.75149,1.3344042015972326,3545
-103.25797271728516,-96.37257,68854.06,520.4376,10.973499,-25.55602877077321,3548
-87.9510498046875,-81.17399,67770.59,348.3088,5.72574,-28.734752369767236,3551
-74.18843078613281,-67.512276,66761.53,179.78418,2.388769,-39.48571896805894,3554
-68.80287170410156,-62.227943,65749.26,112.63889,1.2940532,-17.734423250387366,3557
-76.51692199707031,-70.05178,64651.4,217.25241,2.394853,19.605924155380503,3560
-63.918975830078125,-57.56073,63582.453,48.689236,0.79175806,-39.40952885193366,3563
-62.919986724853516,-56.676144,62438.42,36.10808,0.7426236,-28.872176767522273,3566
-62.04072952270508,-55.91887,61218.6,24.594452,0.77488023,-14.889485037487859,3569
-205.18148803710938,-199.16571,60157.812,2006.099,14.316217,-24.37081720876655,3572
-140.79473876953125,-134.79532,59994.203,1103.6825,9.430583,-8.628577709224897,3575
-210.2138671875,-204.22021,59936.594,2105.0317,11.892546,-6.82410891180342,3578
-120.6631088256836,-114.68055,59825.58,810.62946,9.010056,-19.89331563326349,3581
-103.65776824951172,-97.68599,59717.78,598.8639,5.0718384,-5.810083146915536,3584
-88.49829864501953,-82.5356,59627.0,400.27325,2.5415034,-27.87757136901086,3587
-81.3781967163086,-75.42731,59508.93,300.14655,2.049455,-40.7271475410054,3590
-72.32752227783203,-66.393196,59343.234,175.3522,1.1781833,-13.648315933221587,3593
-67.66910552978516,-61.757828,59112.78,109.75224,0.8879818,-26.87286754562904,3596
-66.30613708496094,-60.426815,58793.21,92.609825,0.63523185,-33.62516078012174,3599
-111221776384.0,-111221780000.0,82615.05,36309696.0,990346.75,-25.014603867932284,3602
-2436609280.0,-2436609300.0,81878.94,5707210.5,147187.6,-13.737142448804097,3605
-668711104.0,-668711100.0,81586.914,4954829.0,153888.0,-12.71589981750615,3608
-132773432.0,-132773420.0,81474.59,5172156.0,135452.4,-17.555836006415813,3611
-37719536.0,-37719530.0,81438.64,5414909.0,172664.1,-25.328788046770573,3614
-6015045.5,-6015037.5,81430.375,5121230.5,171102.03,-17.634905009030888,3617
-821873.625,-821865.5,81427.625,5667073.5,192598.31,-7.666880049147422,3620
-648956.9375,-648948.8,81423.41,5244866.5,207362.69,-13.024776736024023,3623
-499869.625,-499861.47,81423.25,5333040.0,205317.45,-4.4004770204941765,3626
-448082.40625,-448074.25,81417.086,4906215.0,171468.28,-8.544855327695684,3629
-424801.375,-424793.25,81402.26,4666033.0,161081.52,-11.416232116655939,3632
-370797.65625,-370789.53,81384.54,4174391.8,130438.36,-17.40124515800737,3635
-851583.5625,-851575.44,81350.86,4131653.0,115236.58,-17.873700573690584,3638
-305075.53125,-305067.4,81299.39,3298849.0,120867.73,-11.65612647194491,3641
-251755.40625,-251747.28,81215.41,2949727.0,76982.875,-5.046079968291957,3644
-213971.484375,-213963.38,81122.83,2474255.5,68692.516,-11.135755603334355,3647
-184269.0625,-184260.97,81015.2,2146956.0,57527.973,-16.75271103072035,3650
-143167.484375,-143159.39,80874.125,1687956.0,42687.535,-12.776321478787358,3653
-115071.015625,-115062.945,80697.28,1367120.2,33249.883,-11.01361654204558,3656
-80389.796875,-80381.75,80487.54,970963.44,21613.316,-3.516330221658617,3659
-64402.953125,-64394.926,80266.61,756398.9,19444.256,-21.132048432119014,3662
-49485.50390625,-49477.5,80043.766,577357.56,15303.254,-5.105664640144263,3665
-32749.705078125,-32741.723,79824.8,378326.1,10474.07,-11.490197506887762,3668
-22630.779296875,-22622.818,79613.234,267810.0,6571.8555,-5.08277857476342,3671
-14592.8994140625,-14584.957,79425.78,175364.19,3937.9878,-17.900897321980167,3674
-9129.9833984375,-9122.056,79278.96,103383.89,3062.8838,-11.167039857230984,3677
-5532.67431640625,-5524.754,79203.55,68318.17,1253.3225,-19.992960460649496,3680
-3100.139892578125,-3092.2178,79220.99,37085.79,781.7319,-4.009917048219082,3683
-1710.0628662109375,-1702.1296,79332.05,19467.059,489.3173,-10.24717731282431,3686
-975.0130615234375,-967.0581,79549.35,10849.552,264.771,-9.875293404371995,3689
-452.3388366699219,-444.3514,79874.125,4733.6016,103.90413,-13.282706093864418,3692
-264.175537109375,-256.14465,80308.89,2452.1313,53.91709,-8.543373483440526,3695
-144.7917022705078,-136.70934,80823.625,972.3146,25.395916,-2.944935218713171,3698
-107.66859436035156,-99.53053,81380.61,496.09058,18.075064,-22.684891988818165,3701
-87.13591003417969,-78.94319,81927.19,266.74887,10.585029,-13.762356381992431,3704
-75.65359497070312,-67.41286,82407.37,132.80847,6.939417,-11.332498987314521,3707
-69.3016357421875,-61.027657,82739.83,70.09176,3.7749767,-22.033748836791734,3710
-66.43791961669922,-58.154747,82831.74,43.109947,2.2275352,-10.360398361472544,3713
-65.51163482666016,-57.25881,82528.3,32.93851,1.9206502,-8.3773612951954,3716
-64.17031860351562,-56.004353,81659.66,20.368607,1.3237896,0.8742650061225712,3719
-63.23699951171875,-55.233818,80031.8,15.415163,0.6804335,-7.883636544019054,3722
-62.6678352355957,-54.92077,77470.664,12.067797,0.55254126,-24.27244411044586,3725
-61.92774963378906,-54.550114,73776.35,8.4373665,0.36782813,-11.227271872262035,3728
-61.427513122558594,-54.54108,68864.31,7.890213,0.40919203,-17.66960064532971,3731
-60.63106155395508,-54.354767,62762.945,6.771543,0.24572472,-20.705520805341738,3734
-59.914512634277344,-54.32916,55853.555,6.4105253,0.24398081,-9.625744320058477,3737
-180.10940551757812,-175.22678,48826.344,1123.2142,6.349369,-17.806982091867745,3740
-63.2033805847168,-58.569668,46337.117,51.89064,1.9626385,-13.204256030754387,3743
-70.19615936279297,-65.7565,44396.594,169.24713,0.8477729,-9.651829378869074,3746
-60.03749084472656,-55.761284,42762.06,24.190842,0.5823579,-18.074912122489188,3749
-59.318695068359375,-55.181393,41373.004,16.122654,0.5322042,-17.932562385508426,3752
-58.774627685546875,-54.747307,40273.207,11.487299,0.35423923,-0.10254636642122661,3755
-59.182987213134766,-55.248444,39345.445,18.855347,0.3580215,-6.569634008174004,3758
-72.05404663085938,-68.1826,38714.445,201.7478,1.1830261,-21.648321212618633,3761
-60.445045471191406,-56.62699,38180.555,32.253906,1.0554093,-22.378768243766842,3764
-62.47674560546875,-58.6849,37918.48,66.56992,0.6650009,-18.066839405327954,3767
-59.51728820800781,-55.74642,37708.656,24.427143,0.53676474,-3.392062612394385,3770
-58.78333282470703,-55.035526,37478.086,15.512404,0.37766463,-15.788473046922677,3773
-58.48325729370117,-54.759773,37234.85,11.82729,0.33867037,-29.66474678056768,3776
-58.178802490234375,-54.486122,36926.805,8.823229,0.23466857,-28.784921004214333,3779
-58.08686065673828,-54.431015,36558.438,7.828923,0.2526606,-8.763641965460595,3782
-65.30510711669922,-61.689316,36157.895,101.8955,1.5724087,-11.203561985952183,3785
-59.598388671875,-55.986713,36116.766,26.056396,0.7289446,-24.189200411298582,3788
-58.598087310791016,-54.99456,36035.273,14.960032,0.37236947,-18.5615161363885,3791
-58.367713928222656,-54.78016,35875.54,12.153923,0.33613625,-12.677287584525578,3794
-58.063995361328125,-54.500122,35638.734,8.524904,0.28519195,-16.54280647527828,3797
-57.941986083984375,-54.410007,35319.777,7.47573,0.25693357,-16.065205139449734,3800
-14133530624.0,-14133531000.0,82721.016,7940943.0,411981.38,-31.610274033633356,3803
-1120288256.0,-1120288300.0,82225.22,4981298.5,136041.77,-33.67459521968743,3806
-223866064.0,-223866050.0,82089.38,4656750.0,199500.7,4.0562868135971275,3809
-40424332.0,-40424324.0,82022.17,4546001.0,191125.77,-19.691071087566726,3812
-19139614.0,-19139606.0,82000.36,5257551.0,245627.88,-15.2161667185427,3815
-2665833.75,-2665825.5,81983.58,4871236.0,266869.9,-24.126884696441234,3818
-1606355.5,-1606347.2,81972.516,4854749.0,229967.56,-33.54671552361357,3821
-771308.5625,-771300.4,81962.41,4600078.0,232865.44,-19.700232409120225,3824
-445273.375,-445265.2,81948.58,4676478.5,190290.69,-30.90826253560793,3827
-362860.5625,-362852.38,81928.46,4020253.2,134122.56,-23.440379645723475,3830
-361744.0625,-361735.88,81894.85,3905188.8,143979.05,-20.846561836452153,3833
-333419.3125,-333411.12,81852.89,3618242.0,130815.1,-26.22427372789911,3836
-327754.125,-327745.94,81798.34,3212366.0,163030.69,-17.882509862870407,3839
-247775.765625,-247767.6,81710.94,2647261.5,101348.16,-21.827132081000087,3842
-226724.28125,-226716.12,81609.9,2285531.5,106411.09,-7.90593448556149,3845
-197606.34375,-197598.19,81486.11,2017641.5,90169.27,-17.926640209778917,3848
-176104.875,-176096.75,81324.78,1745171.1,85641.234,-4.508559562618891,3851
-128207.8046875,-128199.69,81156.47,1343784.2,54997.117,-24.50742372816334,3854
-109481.0625,-109472.97,80958.945,1077063.4,53994.64,-32.951500303664766,3857
-85647.59375,-85639.516,80771.62,859070.1,40572.625,-38.22876716008906,3860
-63645.3203125,-63637.26,80583.89,682883.56,25676.11,-9.84884024393201,3863
-48519.8671875,-48511.83,80395.336,458459.72,25765.953,-18.27146334117212,3866
-43465.69921875,-43457.68,80208.2,387611.56,25381.69,-29.61705146510703,3869
-25164.205078125,-25156.2,80050.54,254214.22,11675.288,-39.66844357399391,3872
-20373.361328125,-20365.363,79985.016,199607.0,10056.06,-35.60697798488875,3875
-19055.09765625,-19047.1,79971.34,206777.69,7390.8457,-2.1794709838438906,3878
-13741.8544921875,-13733.854,80008.96,130556.75,7160.966,-22.045689591355373,3881
-9591.451171875,-9583.443,80079.54,94218.73,4661.244,-35.622903836174395,3884
-7913.70654296875,-7905.6885,80181.44,78224.28,3781.2852,-13.123475210006914,3887
-5571.4501953125,-5563.416,80341.19,54057.6,2736.5156,-21.030275035454974,3890
-4266.66455078125,-4258.6113,80532.89,38819.08,2332.1128,-15.156534020722786,3893
-2911.063720703125,-2902.9883,80753.45,25475.53,1663.1125,-22.470877674820038,3896
-1861.099853515625,-1852.9985,81013.55,15323.318,1126.647,-17.673861795104692,3899
-1756.249267578125,-1748.1185,81307.75,12838.514,1220.1346,-11.61433475684723,3902
-1380.1973876953125,-1372.0361,81611.97,8294.622,1118.7449,-24.268485278512284,3905
-1030.855224609375,-1022.6645,81907.516,5769.438,854.9581,-19.3915468169361,3908
-793.095703125,-784.8751,82205.75,4277.4434,652.7497,-16.59416528966583,3911
-665.472412109375,-657.224,82483.875,2549.3564,636.9141,-1.4551885067508947,3914
-438.08135986328125,-429.8095,82718.38,1514.6249,404.31165,-13.178297136810151,3917
-381.2169494628906,-372.93097,82859.87,1736.408,298.07758,-14.918029214053732,3920
-310.2113952636719,-301.92328,82881.086,791.09265,287.67316,-18.784562065681833,3923
-239.0540771484375,-230.7843,82697.75,461.85257,215.46718,-20.21195151393003,3926
-168.82139587402344,-160.58243,82389.75,316.07373,126.299934,-16.373183968465906,3929
-151.49917602539062,-143.30286,81963.14,260.68808,106.30256,-10.254337923931876,3932
-129.1909637451172,-121.04533,81456.34,223.64577,77.11436,2.3915773032150645,3935
-156.46954345703125,-148.38437,80851.78,601.0051,79.780365,-20.026746985225774,3938
-145.43028259277344,-137.42267,80076.08,772.5931,46.422234,-14.077393637930783,3941
-131.61680603027344,-123.67562,79411.914,469.90378,56.375637,-20.521618146266462,3944
-136.66062927246094,-128.78058,78800.53,403.01633,70.60856,1.190250908743211,3947
-133.38189697265625,-125.55816,78237.305,541.3757,52.010498,-24.280476509230073,3950
-104.393798828125,-96.618576,77752.195,244.2478,38.956036,-18.581855511106834,3953
-101.0028305053711,-93.27086,77319.73,262.77274,32.156242,-20.417695180030343,3956
-91.57689666748047,-83.88916,76877.375,171.93295,27.375832,-11.501803475965373,3959
-85.23863220214844,-77.58884,76497.93,131.87878,22.070568,-39.11154148096526,3962
-83.77923583984375,-76.15608,76231.57,137.22453,19.418648,-33.81803062525932,3965
-78.21976470947266,-70.62993,75898.34,88.13352,16.161135,-0.6429486856889299,3968
-76.55387115478516,-69.001335,75525.39,125.92429,9.975309,-0.6252573912510895,3971
-71.50696563720703,-63.996277,75106.9,54.42068,9.729134,-23.31896769809238,3974
-70.45967864990234,-62.99666,74630.18,57.897087,7.904248,-3.9571180307085805,3977
-68.11380767822266,-60.711205,74026.05,34.4685,6.869633,-15.904196825378285,3980
-65.19056701660156,-57.862976,73275.92,24.038504,3.7034976,-36.47897573725259,3983
-66.1972885131836,-58.967583,72297.06,30.201582,4.7195873,-32.18889163094982,3986
-64.25856018066406,-57.142746,71158.17,19.825329,3.0604475,-29.984510127872902,3989
-74.77672576904297,-67.78502,69917.08,184.07335,2.3629255,-41.990314914536974,3992
-64.07524108886719,-57.206367,68688.766,30.508339,2.0861616,-5.695150569906402,3995
-1867.044189453125,-1860.2996,67446.05,142.85501,1.861135,-12.608378450125485,3998
-65.31459045410156,-58.679,66355.86,53.30793,1.9824871,-8.477035298905394,4001
-4154156544.0,-4154156500.0,82090.16,11482815.0,508517.88,-13.401958619568353,4004
